ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_macd_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_outperformance
CAC,2025-12-24,0,3,44.779998779296875,29000,False,3,1.082,True,False,0,67.15,False,False,False,False,0,-0.00106248,-5.99
CACC,2025-12-24,0,3,457.3299865722656,56000,False,3,0.993,True,False,0,47.13,False,False,True,False,0,-0.00399766,-2.34
CADE,2025-12-24,0,3,43.86000061035156,554000,False,3,0.86,True,False,0,67.64,False,False,True,False,0,-0.00023783,-1.32
CAL,2025-12-24,0,3,13.149999618530273,303800,False,3,0.862,True,False,0,46.06,False,False,False,False,0,-0.00020011,-3.49
CALF,2025-12-24,0,3,45.279998779296875,338400,False,3,1.147,True,False,0,54.62,False,False,True,False,0,-0.00034142,-1.8
CAMX,2025-12-24,0,3,32.21900177001953,100,False,3,4.74,True,False,0,51.28,False,False,False,False,0,-0.00020747,-1.86
CANQ,2025-12-24,0,3,29.920000076293945,3400,False,0,0.958,False,False,3,40.23,True,True,True,False,0,-0.00013976,-1.3
CAPL,2025-12-24,0,3,20.850000381469727,3600,False,3,1.049,True,False,0,54.85,False,True,True,False,0,-0.00017858,-3.17
CARE,2025-12-24,0,3,19.860000610351562,37100,False,3,1.097,True,False,0,69.74,False,False,False,False,0,-0.00039192,-5.53
CARS,2025-12-24,0,3,12.65999984741211,344000,False,3,1.107,True,False,0,58.44,False,False,False,False,0,-0.00040092,-8.58
CART,2025-12-24,0,3,45.650001525878906,1538100,False,3,1.166,True,False,0,61.18,False,False,True,False,0,-0.00030883,-0.8
CASH,2025-12-24,0,3,74.30000305175781,72600,False,3,0.85,True,False,0,51.29,False,False,True,False,0,-0.00077139,-1.98
CAT,2025-12-24,0,3,583.760009765625,947000,False,3,1.089,True,False,0,44.07,False,True,True,False,0,0.00132353,0.81
CATY,2025-12-24,0,3,50.20000076293945,135200,False,3,1.157,True,False,0,51.06,False,False,False,False,0,-0.00072203,-3.93
CBAN,2025-12-24,0,3,18.06999969482422,36900,False,3,1.068,True,False,0,69.15,False,False,False,False,0,-0.00033819,-4.89
CBK,2025-12-24,0,3,24.4950008392334,19700,False,3,1.435,True,False,0,57.58,False,False,True,False,0,-0.000495,-5.35
CBL,2025-12-24,0,3,37.099998474121094,58000,False,3,0.791,True,False,0,63.82,False,False,False,False,0,-0.00067577,-5.24
CBLL,2025-12-24,0,3,21.420000076293945,206100,False,3,1.31,True,False,0,68.46,False,False,False,False,0,-0.00014584,-2.03
CBLS,2025-12-24,0,3,27.902999877929688,19200,False,0,0.981,False,False,3,47.27,True,True,False,False,0,-6.972e-05,-0.87
CBNA,2025-12-24,0,3,35.0,6000,False,3,1.066,True,False,0,60.97,False,False,True,False,0,-0.00154551,-9.89
CBSH,2025-12-24,0,3,53.029998779296875,338400,False,3,1.123,True,False,0,54.29,False,False,False,False,0,-0.00038424,-2.34
CBTJ,2025-12-24,0,3,22.027000427246094,3700,False,2,0.662,False,False,1,34.33,False,True,True,False,0,-8.263e-05,-0.8
CBTY,2025-12-24,0,3,21.982999801635742,500,False,2,0.61,False,False,1,37.08,False,True,True,False,0,-0.00013625,-1.47
CBU,2025-12-24,0,3,59.08000183105469,76200,False,3,1.084,True,False,0,57.07,False,False,False,False,0,-0.00113008,-5.04
CCFE,2025-12-24,0,3,27.025999069213867,100,False,3,1.493,True,False,0,46.67,False,True,False,False,0,-0.00021317,-1.99
CCNE,2025-12-24,0,3,26.8700008392334,79400,False,3,1.015,True,False,0,48.9,False,False,False,False,0,-0.00057361,-5.7
CCSB,2025-12-24,0,3,19.642000198364258,2100,False,3,1.219,True,False,0,14.15,False,False,False,False,0,-0.00036048,-5.6
CCU,2025-12-24,0,3,12.65999984741211,80500,False,0,1.258,False,False,3,37.85,True,True,True,False,0,-2.663e-05,-0.92
CDIG,2025-12-24,0,3,25.20199966430664,27100,False,3,0.96,True,False,0,45.08,False,True,True,False,0,-0.00011738,-1.25
CDNA,2025-12-24,0,3,19.729999542236328,260800,False,3,0.741,True,False,0,52.83,False,False,True,False,0,7.76e-05,0.46
CDTX,2025-12-24,0,3,220.86000061035156,145700,False,3,1.164,True,False,0,54.74,False,True,True,False,0,-0.0016962,-2.13
CE,2025-12-24,0,3,42.16999816894531,541200,False,3,1.017,True,False,0,59.37,True,False,False,False,0,-0.00062928,-4.08
CEPF,2025-12-24,0,3,10.279999732971191,61700,False,0,0.808,False,False,3,46.67,True,True,True,False,0,-9.818e-05,-2.55
CEPU,2025-12-24,0,3,17.610000610351562,206200,False,3,0.886,True,False,0,55.68,False,True,True,False,0,-9.936e-05,-1.79
CERS,2025-12-24,0,3,2.059999942779541,602800,False,3,0.911,True,False,0,48.18,False,False,False,False,0,-4.841e-05,-6.54
CFFI,2025-12-24,0,3,72.5999984741211,2100,False,3,0.856,True,False,0,63.15,False,False,True,False,0,-0.00232174,-6.96
CFFN,2025-12-24,0,3,7.059999942779541,561700,False,3,1.025,True,False,0,65.38,False,False,False,False,0,-0.0001436,-5.25
CFR,2025-12-24,0,3,128.99000549316406,127700,False,3,0.934,True,False,0,59.54,False,False,True,False,0,-0.00096787,-2.16
CGCP,2025-12-24,0,3,22.65999984741211,753800,False,3,0.954,True,False,0,45.83,False,False,False,False,0,-0.00021578,-2.75
CGEM,2025-12-24,0,3,10.260000228881836,302400,False,0,0.943,False,False,3,47.67,True,True,False,False,0,4.422e-05,0.45
CGHM,2025-12-24,0,3,25.43000030517578,185500,False,3,0.849,True,False,0,43.94,True,False,True,False,0,-0.0002391,-2.71
CGHY,2025-12-24,0,3,25.354999542236328,23800,False,3,0.827,True,False,0,42.57,False,False,True,False,0,-0.00022512,-2.55
CGMS,2025-12-24,0,3,27.65999984741211,494700,False,3,0.833,True,False,0,45.1,False,False,True,False,0,-0.00025345,-2.68
CGSD,2025-12-24,0,3,25.979999542236328,210900,False,3,0.882,True,False,0,44.83,False,False,False,False,0,-0.00025411,-2.82
CGSM,2025-12-24,0,3,26.31999969482422,58300,False,3,0.91,True,False,0,43.17,False,False,False,False,0,-0.00024355,-2.62
CGUI,2025-12-24,0,3,25.290000915527344,66300,False,3,0.936,True,False,0,42.29,False,False,False,False,0,-0.00024085,-2.71
CHAR,2025-12-24,0,3,10.449999809265137,0,False,3,6.986,True,False,0,61.54,False,True,False,False,0,-8.783e-05,-2.36
CHCO,2025-12-24,0,3,124.13999938964844,90500,False,3,1.141,True,False,0,57.52,False,False,False,False,0,-0.00164988,-3.58
CHCT,2025-12-24,0,3,15.770000457763672,75700,False,3,1.07,True,False,0,60.61,False,False,False,False,0,-0.00029939,-4.83
CHDN,2025-12-24,0,3,114.0199966430664,330300,False,3,0.98,True,False,0,55.84,False,False,False,False,0,-0.0018377,-4.55
CHTR,2025-12-24,0,3,208.4600067138672,513500,False,0,1.18,False,False,3,61.52,True,True,False,False,0,-0.00112468,-1.41
CIMN,2025-12-24,0,3,25.229999542236328,2500,False,3,1.074,True,False,0,52.81,False,False,False,False,0,-0.00026939,-2.67
CIMO,2025-12-24,0,3,25.420000076293945,900,False,3,1.117,True,False,0,60.76,False,True,False,False,0,-0.00025807,-2.59
CLB,2025-12-24,0,3,16.530000686645508,101000,False,3,0.871,True,False,0,50.6,False,True,True,False,0,5.468e-05,0.57
CLDT,2025-12-24,0,3,6.880000114440918,112300,False,3,1.019,True,False,0,65.25,False,False,False,False,0,-0.00014341,-5.05
CLH,2025-12-24,0,3,240.19000244140625,187600,False,3,0.823,True,False,0,62.01,False,False,True,False,0,-0.00151169,-1.75
CLIX,2025-12-24,0,3,60.345001220703125,500,False,3,0.948,True,False,0,50.82,True,True,True,False,0,-0.00032207,-1.52
CLMT,2025-12-24,0,3,19.709999084472656,254300,False,3,1.04,True,False,0,53.4,False,False,True,False,0,-0.00014501,-1.33
CM,2025-12-24,0,3,92.55000305175781,837700,False,3,0.995,True,False,0,62.03,False,False,True,False,0,-0.0007829,-2.12
CMC,2025-12-24,0,3,70.73999786376953,364400,False,3,0.858,True,False,0,72.75,True,False,False,False,0,-0.00012383,-0.75
CMCO,2025-12-24,0,3,17.770000457763672,101100,False,3,0.993,True,False,0,62.98,False,True,True,False,0,1.066e-05,-0.11
CMRE,2025-12-24,0,3,15.600000381469727,121100,False,3,0.98,True,False,0,35.69,False,True,True,False,0,5.355e-05,0.34
CNF,2025-12-24,0,3,6.190000057220459,3200,False,3,0.763,True,False,0,58.29,False,True,True,False,0,-1.314e-05,0.81
CNOB,2025-12-24,0,3,26.920000076293945,105500,False,3,1.042,True,False,0,56.0,False,False,False,False,0,-0.00070266,-6.83
CNRG,2025-12-24,0,3,92.80000305175781,6400,False,0,0.924,False,False,1,42.39,False,True,True,False,2,0.00034544,1.31
BHFAN,2025-12-24,0,2,12.670000076293945,68400,False,0,1.026,False,False,2,36.74,True,True,True,False,0,-0.00011525,-2.36
BHV,2025-12-24,0,2,10.520000457763672,17600,False,0,1.343,False,False,2,36.66,True,False,False,False,0,-9.814e-05,-2.87
BIO,2025-12-24,0,2,301.75,76200,False,0,0.99,False,False,2,29.02,True,True,True,False,0,-0.00204798,-1.73
BIOX,2025-12-24,0,2,1.3600000143051147,62100,False,0,0.948,False,False,2,32.81,True,True,True,False,0,-2.766e-05,-4.52
BLX,2025-12-24,0,2,44.290000915527344,61200,False,0,0.876,False,False,2,40.61,True,True,True,False,0,-7.574e-05,-0.38
BVFL,2025-12-24,0,2,18.1299991607666,4900,False,2,0.611,False,False,0,47.54,False,False,True,False,0,-0.0007023,-8.57
BYSI,2025-12-24,0,2,1.9199999570846558,16300,False,0,2.228,False,False,2,49.7,True,False,True,False,0,-7.321e-05,0.32
CCCC,2025-12-24,0,2,2.0799999237060547,414400,False,0,1.055,False,False,0,25.71,False,True,True,False,2,1.9e-06,1.12
CDP,2025-12-24,0,2,28.3700008392334,467700,False,0,1.036,False,False,2,30.97,True,True,False,False,0,-0.00044941,-3.95
CENT,2025-12-24,0,2,32.61000061035156,44800,False,0,1.051,False,False,2,40.45,True,True,False,False,0,-0.00025157,-2.48
CENTA,2025-12-24,0,2,29.540000915527344,103900,False,0,1.102,False,False,2,40.19,True,True,False,False,0,-0.0002331,-2.43
CETX,2025-12-24,0,2,2.430000066757202,1015100,False,0,1.553,False,False,0,47.5,True,True,False,False,2,3.118e-05,1.49
CEV,2025-12-24,0,2,10.149999618530273,11900,False,0,0.968,False,False,2,24.97,True,True,False,False,0,-9.271e-05,-2.55
CIG,2025-12-24,0,2,2.0299999713897705,1461600,False,0,1.156,False,False,2,39.13,True,True,True,False,0,3.66e-06,0.17
CMMB,2025-12-24,0,2,1.8799999952316284,102300,False,0,1.122,False,False,2,26.77,True,True,False,False,0,-2.622e-05,-4.44
CNET,2025-12-24,0,2,1.190000057220459,11800,False,0,1.715,False,False,2,34.83,True,False,False,False,0,-2.75e-06,-1.51
BEPJ,2025-12-24,0,1,25.299999237060547,3100,False,0,1.086,False,False,1,54.72,False,True,False,False,0,-0.00021763,-2.36
BETH,2025-12-24,0,1,50.875,4100,False,0,0.752,False,False,1,33.12,False,True,False,False,0,-0.00078034,-4.41
BFAP,2025-12-24,0,1,21.570999145507812,100,False,0,1.0,False,False,1,40.22,False,True,True,False,0,-7.496e-05,-0.56
BFJL,2025-12-24,0,1,18.385000228881836,0,False,0,3.768,False,False,1,37.37,False,True,False,False,0,-0.00011893,-1.55
BFRG,2025-12-24,0,1,1.0099999904632568,45100,False,0,0.882,False,False,1,35.11,False,True,False,False,0,-3.356e-05,-5.24
BGL,2025-12-24,0,1,2.630000114440918,137000,False,0,1.002,False,False,1,15.52,False,True,True,False,0,-0.00012407,-9.42
BHFAL,2025-12-24,0,1,16.600000381469727,93700,False,0,0.896,False,False,1,36.36,False,True,False,False,0,-0.00022487,-3.37
BIAF,2025-12-24,0,1,1.2300000190734863,41600,False,0,0.9,False,False,1,15.49,False,True,True,False,0,-8.84e-06,-1.54
BIS,2025-12-24,0,1,9.010000228881836,15100,False,0,1.231,False,False,1,41.92,False,True,False,False,0,-0.00037976,-11.62
BITB,2025-12-24,0,1,47.400001525878906,941200,False,0,1.02,False,False,1,38.88,False,True,True,False,0,9.27e-06,0.84
BITK,2025-12-24,0,1,15.770000457763672,400,False,0,1.42,False,False,1,36.74,False,True,True,False,0,-5.97e-06,0.49
BITO,2025-12-24,0,1,12.130000114440918,24081600,False,0,1.036,False,False,1,31.75,False,True,True,False,0,-0.00022319,-5.32
BITY,2025-12-24,0,1,39.83100128173828,2100,False,0,1.04,False,False,1,39.65,False,True,True,False,0,-1.741e-05,0.46
BLDP,2025-12-24,0,1,2.690000057220459,844500,False,0,1.146,False,False,1,43.21,True,True,True,False,0,4.03e-06,-0.08
BLIN,2025-12-24,0,1,0.9599999785423279,10200,False,0,1.082,False,False,1,27.78,False,True,False,False,0,-1.545e-05,-4.4
BLKC,2025-12-24,0,1,24.386999130249023,4100,False,0,1.133,False,False,1,34.59,False,True,True,False,0,-4.525e-05,0.61
BLSH,2025-12-24,0,1,42.86000061035156,467600,False,0,0.914,False,False,1,30.34,False,True,True,False,0,-0.00064943,-2.4
BMAX,2025-12-24,0,1,23.59000015258789,2300,False,0,1.063,False,False,1,46.25,False,True,False,False,0,-1.612e-05,0.39
BMBL,2025-12-24,0,1,3.5799999237060547,1462500,False,0,1.033,False,False,1,44.72,False,True,True,False,0,1.423e-05,0.22
BMEA,2025-12-24,0,1,1.2899999618530273,492900,False,0,1.093,False,False,1,56.1,False,True,False,False,0,-4.77e-05,-6.8
BMNU,2025-12-24,0,1,5.599999904632568,16659200,False,0,1.077,False,False,1,35.21,False,True,False,False,0,-8.205e-05,1.93
BNJ,2025-12-24,0,1,15.229999542236328,6400,False,0,1.329,False,False,1,40.0,False,True,False,False,0,-0.00015685,-2.88
BNL,2025-12-24,0,1,17.489999771118164,541500,False,0,1.038,False,False,1,48.85,False,True,False,False,0,-0.00017298,-2.13
BNZI,2025-12-24,0,1,1.0499999523162842,217400,False,0,1.066,False,False,1,35.33,True,True,True,False,0,-1.771e-05,-4.23
BPI,2025-12-24,0,1,30.336999893188477,800,False,0,0.775,False,False,1,38.93,False,True,True,False,0,-2.915e-05,0.11
BRAG,2025-12-24,0,1,2.130000114440918,83500,False,0,1.125,False,False,1,45.19,False,True,False,False,0,-4.897e-05,-5.98
BRLS,2025-12-24,0,1,1.6799999475479126,1700,False,0,1.219,False,False,1,31.6,False,True,False,False,0,-6.695e-05,-7.92
BRLT,2025-12-24,0,1,1.7300000190734863,21200,False,0,1.003,False,False,1,31.43,False,True,False,False,0,-2.339e-05,-2.36
BRNS,2025-12-24,0,1,0.7020000219345093,21600,False,0,0.988,False,False,1,46.42,True,True,False,False,0,-1.892e-05,-6.33
BRRR,2025-12-24,0,1,24.6200008392334,81100,False,0,1.103,False,False,1,38.95,False,True,True,False,0,-4.6e-07,0.74
BRRWW,2025-12-24,0,1,0.6499999761581421,48900,False,0,1.059,False,False,1,42.12,False,True,False,False,0,-5.118e-05,-15.69
BRSL,2025-12-24,0,1,15.670000076293945,626700,False,0,1.014,False,False,1,61.54,True,True,False,False,0,-0.00030906,-4.79
BSL,2025-12-24,0,1,13.529999732971191,34800,False,0,0.896,False,False,1,39.22,False,True,False,False,0,-0.00012182,-2.54
BSY,2025-12-24,0,1,38.90999984741211,771500,False,0,1.106,False,False,1,20.53,False,True,False,False,0,-0.0007136,-4.89
BTAL,2025-12-24,0,1,14.529999732971191,166500,False,0,1.205,False,False,1,49.49,True,True,False,False,0,-0.00020209,-3.98
BTC,2025-12-24,0,1,38.61000061035156,1329500,False,0,1.001,False,False,1,38.85,False,True,True,False,0,-7.26e-06,0.74
BTCC,2025-12-24,0,1,21.9950008392334,6300,False,0,1.26,False,False,1,42.23,False,True,True,False,0,1.096e-05,0.28
BTCI,2025-12-24,0,1,43.88999938964844,422100,False,0,1.075,False,False,1,36.65,False,True,True,False,0,-0.00037038,-2.11
BTCO,2025-12-24,0,1,86.91000366210938,48800,False,0,1.012,False,False,1,38.87,False,True,True,False,0,-5.61e-06,0.74
BTCT,2025-12-24,0,1,1.7200000286102295,38500,False,0,0.884,False,False,1,38.16,False,True,False,False,0,-3.073e-05,-3.51
BTCW,2025-12-24,0,1,92.37000274658203,27200,False,0,0.845,False,False,1,38.59,False,True,True,False,0,-7.661e-05,0.48
BTM,2025-12-24,0,1,1.2999999523162842,594600,False,0,0.862,False,False,1,42.7,True,True,False,False,0,-2.265e-05,-2.36
BTQ,2025-12-24,0,1,5.980000019073486,1147700,False,0,1.059,False,False,1,34.52,False,True,False,False,0,-0.00026881,-9.79
BUG,2025-12-24,0,1,31.149999618530273,299000,False,0,1.098,False,False,1,36.36,False,True,False,False,0,-0.00029878,-2.65
BUR,2025-12-24,0,1,9.0,1202600,False,0,0.95,False,False,1,43.84,False,True,False,False,0,-0.00017497,-5.17
BURU,2025-12-24,0,1,0.19499999284744263,12854000,False,0,1.057,False,False,1,18.75,False,True,False,False,0,-6.82e-06,-7.24
BWEB,2025-12-24,0,1,73.19599914550781,400,False,0,1.471,False,False,1,41.26,False,True,False,False,0,3.413e-05,0.71
BWMN,2025-12-24,0,1,34.4900016784668,58000,False,0,0.991,False,False,1,46.09,True,True,True,False,0,-0.00044578,-5.39
BXC,2025-12-24,0,1,62.459999084472656,35900,False,0,1.273,False,False,1,55.76,False,True,False,False,0,-0.00139345,-5.89
BZFD,2025-12-24,0,1,0.9110000133514404,125900,False,0,0.935,False,False,1,40.23,False,True,True,False,0,-1.043e-05,-2.47
BZQ,2025-12-24,0,1,15.680000305175781,800,False,0,1.094,False,False,1,62.97,True,True,True,False,0,-0.00042343,-6.63
BZUN,2025-12-24,0,1,2.7200000286102295,43800,False,0,1.087,False,False,1,33.33,False,True,True,False,0,-1.543e-05,-1.24
CAEP,2025-12-24,0,1,10.199999809265137,15800,False,0,0.96,False,False,1,60.0,True,True,True,False,0,-8.573e-05,-2.36
CAN,2025-12-24,0,1,0.7770000100135803,5031100,False,0,0.921,False,False,1,24.23,True,True,True,False,0,-1.111e-05,-2.49
CAOS,2025-12-24,0,1,89.8550033569336,10700,False,0,1.03,False,False,1,43.08,False,True,False,False,0,-0.00077442,-2.41
CAPNU,2025-12-24,0,1,10.399999618530273,0,False,0,1.0,False,False,1,,False,True,True,False,0,-8.741e-05,-2.36
CAR,2025-12-24,0,1,131.82000732421875,470100,False,0,1.177,False,False,1,46.77,False,True,True,False,0,0.00062064,0.54
CARR,2025-12-24,0,1,53.5,1663200,False,0,0.882,False,False,1,44.24,True,True,True,False,0,-0.00042362,-1.79
CARV,2025-12-24,0,1,1.25,1000,False,0,1.625,False,False,1,25.97,False,True,False,False,0,-1.331e-05,-1.55
CASI,2025-12-24,0,1,0.7799999713897705,23200,False,0,1.12,False,False,1,30.0,False,True,False,False,0,-3.015e-05,-8.38
CBAT,2025-12-24,0,1,0.8899999856948853,73900,False,0,0.77,False,False,1,50.0,False,True,False,False,0,-1.485e-05,-3.47
CBOJ,2025-12-24,0,1,24.075000762939453,800,False,0,1.215,False,False,1,25.53,False,True,True,False,0,-0.00020623,-2.4
CBOO,2025-12-24,0,1,24.440000534057617,900,False,0,1.348,False,False,1,41.75,False,True,False,False,0,-0.00021212,-2.4
CBOY,2025-12-24,0,1,24.584999084472656,300,False,0,1.85,False,False,1,41.08,False,True,True,False,0,-0.00018487,-2.09
CBRL,2025-12-24,0,1,26.40999984741211,894600,False,0,1.021,False,False,1,39.35,False,True,False,False,0,-0.00056725,-5.79
CBTA,2025-12-24,0,1,27.679000854492188,100,False,0,1.997,False,False,1,42.99,False,True,True,False,0,0.00010931,-0.21
CBTO,2025-12-24,0,1,21.584999084472656,3700,False,0,0.869,False,False,1,38.32,False,True,True,False,0,-0.00012271,-1.68
CBXA,2025-12-24,0,1,26.885000228881836,200,False,0,1.649,False,False,1,42.12,False,True,True,False,0,-0.00010511,-0.81
CBXJ,2025-12-24,0,1,22.777000427246094,4800,False,0,1.11,False,False,1,31.3,False,True,False,False,0,-0.00019016,-1.99
CBXO,2025-12-24,0,1,22.899999618530273,3500,False,0,1.363,False,False,1,37.43,False,True,False,False,0,-0.00018465,-2.18
CBXY,2025-12-24,0,1,23.219999313354492,0,False,0,0.945,False,False,1,37.34,False,True,False,False,0,-0.00015796,-1.78
CCGWW,2025-12-24,0,1,0.026000000536441803,0,False,0,1.0,False,False,1,42.86,False,True,False,False,0,-2.2e-07,-2.36
CCOI,2025-12-24,0,1,22.25,472600,False,0,1.073,False,False,1,66.89,False,True,False,False,0,-0.00024592,-3.51
CCSI,2025-12-24,0,1,22.809999465942383,212200,False,0,1.0,False,False,1,54.57,False,True,False,False,0,-0.00040462,-4.67
CCTG,2025-12-24,0,1,0.1599999964237213,491400,False,0,0.828,False,False,1,33.12,False,True,False,False,0,-1.811e-05,-26.17
CCUP,2025-12-24,0,1,4.710000038146973,462700,False,0,0.925,False,False,1,42.02,False,True,True,False,0,-6.285e-05,0.26
CDT,2025-12-24,0,1,1.590000033378601,16600,False,0,1.252,False,False,1,40.8,False,True,False,False,0,-4.738e-05,-7.71
CDTG,2025-12-24,0,1,0.3709999918937683,1500,False,0,0.856,False,False,1,33.02,False,True,False,False,0,-3.128e-05,-14.44
CDXS,2025-12-24,0,1,1.6799999475479126,258100,False,0,0.971,False,False,1,43.84,False,True,True,False,0,-3.68e-06,0.08
CEGX,2025-12-24,0,1,29.860000610351562,14700,False,0,1.324,False,False,1,46.59,True,True,True,False,0,3.142e-05,-0.55
CERO,2025-12-24,0,1,0.07500000298023224,324900,False,0,0.858,False,False,1,31.37,False,True,False,False,0,-9.51e-06,-25.04
CERT,2025-12-24,0,1,8.90999984741211,730300,False,0,0.818,False,False,1,35.4,False,True,True,False,0,-8.078e-05,-2.02
CF,2025-12-24,0,1,77.56999969482422,645500,False,0,0.885,False,False,1,40.51,False,True,True,False,0,-0.00094862,-3.28
CFND,2025-12-24,0,1,4.800000190734863,35500,False,0,1.169,False,False,1,20.0,False,True,False,False,0,-6.402e-05,-3.39
CGEN,2025-12-24,0,1,1.5399999618530273,62800,False,0,1.372,False,False,1,42.86,False,True,True,False,0,-4.02e-06,-0.37
CGNX,2025-12-24,0,1,36.599998474121094,400400,False,0,0.865,False,False,1,36.63,False,True,True,False,0,-0.00020077,-1.17
CGRO,2025-12-24,0,1,27.73200035095215,500,False,0,2.706,False,False,1,47.3,True,True,False,False,0,-0.00019576,-1.52
CHAC,2025-12-24,0,1,10.989999771118164,298300,False,0,0.768,False,False,1,31.79,True,True,True,False,0,9.61e-06,-0.13
CHGG,2025-12-24,0,1,0.9100000262260437,1410800,False,0,0.879,False,False,1,51.22,True,True,True,False,0,-1.643e-05,-2.36
CHR,2025-12-24,0,1,1.5099999904632568,170700,False,0,1.976,False,False,1,34.19,False,True,True,False,0,-0.00015361,-26.86
CIA,2025-12-24,0,1,5.090000152587891,89700,False,0,0.926,False,False,1,45.93,False,True,False,False,0,-0.00036335,-13.68
CIGL,2025-12-24,0,1,1.8170000314712524,2300,False,0,0.702,False,False,1,49.92,False,True,False,False,0,-3.085e-05,-1.97
CJET,2025-12-24,0,1,0.41999998688697815,145363,False,0,1.104,False,False,1,9.29,True,True,False,False,0,-6.383e-05,-29.88
CKX,2025-12-24,0,1,9.449999809265137,500,False,0,1.305,False,False,1,45.42,False,True,False,False,0,-7.452e-05,-2.25
CLMB,2025-12-24,0,1,105.31999969482422,83800,False,0,1.028,False,False,1,44.83,False,True,True,False,0,-0.00159106,-4.66
CLNE,2025-12-24,0,1,2.2200000286102295,572300,False,0,1.11,False,False,1,36.17,False,True,False,False,0,-3.629e-05,-3.69
CLOU,2025-12-24,0,1,22.878000259399414,20700,False,0,0.948,False,False,1,47.06,False,True,True,False,0,-0.00017202,-1.93
CLOV,2025-12-24,0,1,2.5299999713897705,1424400,False,0,1.061,False,False,1,39.34,False,True,True,False,0,-4.489e-05,-4.3
CLPR,2025-12-24,0,1,3.369999885559082,50200,False,0,1.13,False,False,1,42.42,True,True,False,False,0,-5.493e-05,-4.39
CLPS,2025-12-24,0,1,0.8600000143051147,4400,False,0,0.923,False,False,1,40.2,True,True,True,False,0,-3.82e-06,-1.18
CLW,2025-12-24,0,1,18.030000686645508,50200,False,0,1.101,False,False,1,55.71,False,True,False,False,0,-0.00043522,-5.84
CMND,2025-12-24,0,1,2.2899999618530273,75600,False,0,1.09,False,False,1,10.34,False,True,False,False,0,-0.0001599,-14.62
CNDT,2025-12-24,0,1,1.9800000190734863,396000,False,0,0.961,False,False,1,50.0,False,True,True,False,0,-4.619e-05,-5.3
CNH,2025-12-24,0,1,9.390000343322754,2669400,False,0,1.024,False,False,1,47.73,False,True,False,False,0,-0.0001927,-5.05
CNMD,2025-12-24,0,1,40.16999816894531,149900,False,0,0.99,False,False,1,33.55,False,True,False,False,0,-0.00044756,-2.9
BEKE,2025-12-24,0,0,16.040000915527344,1776500,False,0,1.016,False,False,0,40.91,True,True,False,False,0,-0.0001687,-2.92
BEPH,2025-12-24,0,0,15.420000076293945,27300,False,0,1.155,False,False,0,44.0,False,True,True,False,0,-0.00010296,-1.9
BERZ,2025-12-24,0,0,2.674999952316284,511200,False,0,0.933,False,False,0,45.18,False,False,False,False,0,-0.000141,-13.78
BESF,2025-12-24,0,0,33.64899826049805,3200,False,0,0.71,False,False,0,35.96,False,False,False,False,0,-0.00073129,-5.07
BETE,2025-12-24,0,0,45.625999450683594,5800,False,0,1.054,False,False,0,33.76,False,False,False,False,0,-0.00089699,-5.67
BFAM,2025-12-24,0,0,100.69999694824219,191600,False,0,1.076,False,False,0,41.33,False,False,False,False,0,-0.00197159,-5.04
BFC,2025-12-24,0,0,128.36000061035156,27300,False,0,1.052,False,False,0,43.83,False,False,False,False,0,-0.00381042,-8.02
BFK,2025-12-24,0,0,9.84000015258789,205600,False,0,1.261,False,False,0,37.83,False,True,False,False,0,-9.746e-05,-2.66
BFRI,2025-12-24,0,0,0.7200000286102295,93200,False,0,1.113,False,False,0,29.55,False,True,False,False,0,-2.7e-05,-7.75
BFST,2025-12-24,0,0,26.84000015258789,39600,False,0,1.032,False,False,0,49.36,False,False,False,False,0,-0.00069919,-6.77
BFZ,2025-12-24,0,0,10.760000228881836,120000,False,0,1.137,False,False,0,34.94,False,True,False,False,0,-9.592e-05,-2.53
BG,2025-12-24,0,0,88.69000244140625,591000,False,0,0.893,False,False,0,23.9,False,False,False,False,0,-0.0020727,-5.66
BGB,2025-12-24,0,0,11.729999542236328,128700,False,0,0.932,False,False,0,32.24,False,False,False,False,0,-8.974e-05,-2.13
BGI,2025-12-24,0,0,0.9300000071525574,23400,False,0,1.092,False,False,0,19.23,True,True,False,False,0,-2.404e-05,-6.48
BGM,2025-12-24,0,0,4.25,3100,False,0,1.106,False,False,0,1.25,False,True,False,False,0,-0.00026852,-17.53
BGR,2025-12-24,0,0,13.4399995803833,46500,False,0,1.055,False,False,0,31.43,False,True,True,False,0,-4.494e-05,-1.18
BGS,2025-12-24,0,0,4.539999961853027,1359400,False,0,0.915,False,False,0,50.55,False,False,False,False,0,-0.00010305,-5.56
BHE,2025-12-24,0,0,44.880001068115234,193900,False,0,0.951,False,False,0,38.76,False,True,True,False,0,-7.464e-05,-0.22
BHFAO,2025-12-24,0,0,15.420000076293945,67400,False,0,1.163,False,False,0,27.71,True,True,False,False,0,-0.00022285,-3.89
BHFAP,2025-12-24,0,0,15.100000381469727,74600,False,0,1.085,False,False,0,25.21,True,True,False,False,0,-0.00019282,-3.28
BHRB,2025-12-24,0,0,63.59000015258789,39400,False,0,1.093,False,False,0,36.08,False,False,False,False,0,-0.00282176,-11.24
